Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Switzerland,Super League,2021/2022,11/12/2021,17:00,Lausanne,Zurich,1,3,A,2.86,3.55,2.48,3,3.76,2.48,2.82,3.52,2.33
Switzerland,Super League,2021/2022,11/12/2021,19:30,St. Gallen,Lugano,1,1,D,2.63,3.44,2.76,2.69,3.52,2.8,2.58,3.29,2.65
Switzerland,Super League,2021/2022,12/12/2021,13:15,Young Boys,Sion,4,3,H,1.26,6.34,10.76,1.3,6.6,12.04,1.25,6.05,10.19
Switzerland,Super League,2021/2022,12/12/2021,15:30,Grasshoppers,Luzern,1,1,D,2.14,3.59,3.47,2.21,3.76,3.85,2.12,3.52,3.23
Switzerland,Super League,2021/2022,12/12/2021,15:30,Servette,Basel,2,2,D,2.17,4.06,3.06,2.3,4.13,3.11,2.15,3.81,2.94
Switzerland,Super League,2021/2022,15/12/2021,19:30,Young Boys,Basel,1,1,D,1.6,4.53,5.23,1.63,4.79,5.5,1.55,4.52,5.02
Switzerland,Super League,2021/2022,18/12/2021,17:00,Zurich,St. Gallen,3,1,H,1.56,4.5,5.66,1.57,4.84,6,1.51,4.56,5.38
Switzerland,Super League,2021/2022,18/12/2021,19:30,Luzern,Servette,0,2,A,2.54,3.65,2.74,2.67,4,2.74,2.55,3.5,2.58
Switzerland,Super League,2021/2022,19/12/2021,13:15,Lugano,Young Boys,0,5,A,3.96,3.56,2,4.04,3.65,2,3.79,3.45,1.95
Switzerland,Super League,2021/2022,19/12/2021,15:30,Basel,Grasshoppers,2,2,D,1.81,4.16,4.14,1.83,4.26,4.33,1.78,3.97,3.99
Switzerland,Super League,2021/2022,19/12/2021,15:30,Sion,Lausanne,2,0,H,2.61,3.55,2.71,2.7,3.75,2.71,2.57,3.43,2.6
Switzerland,Super League,2021/2022,29/01/2022,17:00,Zurich,Servette,1,0,H,2.17,3.56,3.41,2.23,3.76,3.41,2.15,3.48,3.19
Switzerland,Super League,2021/2022,29/01/2022,19:30,Young Boys,Lugano,1,0,H,1.35,5.41,8.77,1.38,5.5,8.8,1.34,5.12,8.11
Switzerland,Super League,2021/2022,30/01/2022,13:15,Lausanne,St. Gallen,1,5,A,2.36,3.81,2.88,2.57,3.84,2.95,2.38,3.62,2.72
Switzerland,Super League,2021/2022,30/01/2022,15:30,Luzern,Basel,0,3,A,2.99,3.73,2.32,3.15,3.81,2.33,2.94,3.6,2.23
Switzerland,Super League,2021/2022,30/01/2022,15:30,Sion,Grasshoppers,2,0,H,2.38,3.54,3.02,2.88,3.6,3.1,2.36,3.36,2.9
Switzerland,Super League,2021/2022,05/02/2022,17:00,Servette,Lausanne,1,0,H,1.7,3.97,5.08,1.73,4.3,5.5,1.64,3.97,4.94
Switzerland,Super League,2021/2022,05/02/2022,19:30,Grasshoppers,Zurich,1,3,A,3.66,3.68,2.04,4,3.84,2.2,3.6,3.59,1.97
Switzerland,Super League,2021/2022,06/02/2022,13:15,Basel,Sion,3,3,D,1.65,4.25,5.08,1.68,4.5,6,1.62,4.16,4.86
Switzerland,Super League,2021/2022,06/02/2022,15:30,Lugano,Luzern,2,1,H,1.96,3.55,4.12,2,3.7,4.5,1.94,3.4,3.94
Switzerland,Super League,2021/2022,06/02/2022,15:30,St. Gallen,Young Boys,3,3,D,3.46,3.64,2.13,4.3,4,2.25,3.24,3.67,2.09
Switzerland,Super League,2021/2022,12/02/2022,17:00,Lausanne,Grasshoppers,0,2,A,2.8,3.47,2.58,2.95,3.58,2.65,2.73,3.33,2.51
Switzerland,Super League,2021/2022,12/02/2022,19:30,St. Gallen,Servette,5,1,H,2.25,3.77,3.09,2.4,3.77,3.15,2.24,3.55,2.96
Switzerland,Super League,2021/2022,13/02/2022,13:15,Young Boys,Basel,3,1,H,1.55,4.8,5.42,1.61,4.85,5.6,1.53,4.6,5.2
Switzerland,Super League,2021/2022,13/02/2022,15:30,Luzern,Sion,1,0,H,2.16,3.55,3.47,2.16,3.7,3.5,2.1,3.48,3.34
Switzerland,Super League,2021/2022,13/02/2022,15:30,Zurich,Lugano,3,0,H,1.91,3.49,4.43,1.97,3.68,4.51,1.89,3.45,4.13
Switzerland,Super League,2021/2022,19/02/2022,17:00,Lugano,St. Gallen,0,2,A,2.43,3.52,2.97,2.55,3.6,2.97,2.43,3.38,2.8
Switzerland,Super League,2021/2022,19/02/2022,19:30,Basel,Lausanne,3,0,H,1.65,4.15,5.26,1.65,4.8,7.1,1.53,4.35,5.67
Switzerland,Super League,2021/2022,20/02/2022,13:15,Sion,Zurich,1,1,D,3.62,3.8,2.02,3.7,3.85,2.07,3.51,3.59,2
Switzerland,Super League,2021/2022,20/02/2022,15:30,Grasshoppers,Young Boys,2,2,D,4.66,3.8,1.79,4.8,4.04,1.81,4.36,3.77,1.76
Switzerland,Super League,2021/2022,20/02/2022,15:30,Servette,Luzern,1,1,D,1.89,3.89,4,1.96,3.9,4.1,1.87,3.69,3.89
Switzerland,Super League,2021/2022,26/02/2022,17:00,Young Boys,Sion,3,1,H,1.36,5.33,8.53,1.37,5.36,9.75,1.33,5.12,8.33
Switzerland,Super League,2021/2022,26/02/2022,19:30,Lugano,Servette,2,0,H,2.62,3.14,3.01,2.65,3.4,3.1,2.5,3.14,2.9
Switzerland,Super League,2021/2022,27/02/2022,13:15,St. Gallen,Grasshoppers,2,0,H,2.19,3.57,3.38,2.2,3.76,3.41,2.12,3.47,3.28
Switzerland,Super League,2021/2022,27/02/2022,15:30,Lausanne,Luzern,1,2,A,3.1,3.39,2.41,3.1,3.5,2.51,2.91,3.29,2.39
Switzerland,Super League,2021/2022,27/02/2022,15:30,Zurich,Basel,4,2,H,2.32,3.85,2.92,2.35,3.88,3,2.27,3.58,2.91
Switzerland,Super League,2021/2022,01/03/2022,19:30,Servette,Young Boys,1,0,H,3.33,3.6,2.19,3.5,3.87,2.27,3.19,3.59,2.12
Switzerland,Super League,2021/2022,02/03/2022,17:00,Sion,Lausanne,1,0,H,1.94,3.42,4.37,2,3.6,4.37,1.93,3.39,3.97
Switzerland,Super League,2021/2022,02/03/2022,19:30,Luzern,Zurich,0,2,A,2.96,3.52,2.43,3.4,3.75,2.45,2.85,3.54,2.34
Switzerland,Super League,2021/2022,03/03/2022,19:30,Basel,St. Gallen,2,2,D,2.05,3.83,3.51,2.12,4.09,3.7,2,3.76,3.36
Switzerland,Super League,2021/2022,03/03/2022,19:30,Grasshoppers,Lugano,1,2,A,2.58,3.16,3.05,2.65,3.29,3.07,2.53,3.07,2.92
Switzerland,Super League,2021/2022,05/03/2022,17:00,Young Boys,Luzern,2,2,D,1.45,4.8,7.01,1.46,5.2,7.56,1.42,4.78,6.55
Switzerland,Super League,2021/2022,05/03/2022,19:30,Lausanne,Zurich,0,2,A,4.19,3.79,1.88,4.5,4.04,1.9,3.97,3.76,1.82
Switzerland,Super League,2021/2022,06/03/2022,13:15,Lugano,Basel,0,2,A,2.52,3.49,2.85,2.8,3.64,2.88,2.46,3.35,2.78
Switzerland,Super League,2021/2022,06/03/2022,15:30,Grasshoppers,Servette,2,4,A,2.94,3.47,2.47,2.96,3.6,2.7,2.79,3.33,2.48
Switzerland,Super League,2021/2022,06/03/2022,15:30,St. Gallen,Sion,1,1,D,1.6,4.4,5.46,1.68,4.5,5.6,1.59,4.18,5.15
Switzerland,Super League,2021/2022,12/03/2022,17:00,Zurich,St. Gallen,0,3,A,1.97,3.84,3.74,2.01,4.03,3.93,1.93,3.79,3.57
Switzerland,Super League,2021/2022,12/03/2022,19:30,Sion,Lugano,0,3,A,3.03,3.22,2.55,3.05,3.4,2.55,2.94,3.16,2.46
Switzerland,Super League,2021/2022,13/03/2022,13:15,Lausanne,Young Boys,2,2,D,6.73,4.7,1.48,7.1,4.85,1.5,6.34,4.6,1.45
Switzerland,Super League,2021/2022,13/03/2022,15:30,Basel,Servette,2,0,H,2.38,3.75,2.89,2.47,3.92,2.95,2.36,3.6,2.77
Switzerland,Super League,2021/2022,13/03/2022,15:30,Luzern,Grasshoppers,1,0,H,2.15,3.57,3.46,2.3,3.76,3.47,2.15,3.49,3.22
Switzerland,Super League,2021/2022,19/03/2022,17:00,St. Gallen,Luzern,3,2,H,1.97,3.83,3.74,1.97,4.05,4,1.92,3.75,3.63
Switzerland,Super League,2021/2022,19/03/2022,19:30,Young Boys,Zurich,1,2,A,1.61,4.38,5.31,1.7,4.5,5.5,1.59,4.24,4.98
Switzerland,Super League,2021/2022,20/03/2022,13:15,Servette,Sion,2,1,H,1.85,3.97,4.26,1.87,3.97,4.5,1.82,3.72,4.08
Switzerland,Super League,2021/2022,20/03/2022,15:30,Grasshoppers,Basel,2,4,A,3.06,3.5,2.38,3.15,3.77,2.38,3,3.55,2.23
Switzerland,Super League,2021/2022,20/03/2022,15:30,Lugano,Lausanne,3,1,H,1.85,3.36,5.09,1.87,3.8,5.25,1.8,3.35,4.81
Switzerland,Super League,2021/2022,02/04/2022,16:30,Zurich,Grasshoppers,1,1,D,1.68,4.18,4.97,1.73,4.18,4.97,1.69,3.92,4.6
Switzerland,Super League,2021/2022,02/04/2022,19:30,Sion,St. Gallen,0,3,A,3.82,4.09,1.89,3.85,4.1,2.05,3.59,3.76,1.93
Switzerland,Super League,2021/2022,03/04/2022,13:15,Luzern,Lugano,2,2,D,2.37,3.25,3.29,2.45,3.35,3.3,2.36,3.17,3.08
Switzerland,Super League,2021/2022,03/04/2022,15:30,Basel,Young Boys,2,2,D,3.17,3.88,2.17,3.3,4,2.35,3.1,3.66,2.14
Switzerland,Super League,2021/2022,03/04/2022,15:30,Lausanne,Servette,4,1,H,3.77,3.56,2.05,3.9,3.66,2.08,3.61,3.47,2
Switzerland,Super League,2021/2022,09/04/2022,17:00,Young Boys,Lausanne,2,2,D,1.38,5.41,7.83,1.42,6,8.5,1.37,5.24,7.21
Switzerland,Super League,2021/2022,09/04/2022,19:30,Grasshoppers,Luzern,2,2,D,3.13,3.57,2.31,3.25,3.7,2.44,3.05,3.44,2.24
Switzerland,Super League,2021/2022,10/04/2022,13:15,Servette,Zurich,1,0,H,2.32,3.66,3.03,2.7,3.7,3.03,2.37,3.51,2.8
Switzerland,Super League,2021/2022,10/04/2022,15:30,Lugano,Sion,1,3,A,1.7,3.79,5.43,1.8,3.79,5.43,1.7,3.6,5.04
Switzerland,Super League,2021/2022,10/04/2022,15:30,St. Gallen,Basel,2,2,D,1.99,4.19,3.42,2.1,4.19,3.5,2,3.84,3.3
Switzerland,Super League,2021/2022,16/04/2022,16:30,Zurich,Young Boys,2,1,H,2.75,3.63,2.53,2.79,3.75,2.66,2.61,3.48,2.54
Switzerland,Super League,2021/2022,16/04/2022,19:30,Servette,Grasshoppers,0,1,A,1.81,4.08,4.22,1.82,4.27,4.45,1.75,3.98,4.13
Switzerland,Super League,2021/2022,18/04/2022,13:15,Luzern,St. Gallen,3,2,H,2.58,3.78,2.7,2.65,4,2.7,2.5,3.64,2.56
Switzerland,Super League,2021/2022,18/04/2022,15:30,Lausanne,Lugano,4,1,H,2.51,3.24,3.07,2.71,3.55,3.07,2.45,3.32,2.83
Switzerland,Super League,2021/2022,18/04/2022,15:30,Sion,Basel,0,0,D,3.62,3.81,2.02,3.85,3.89,2.04,3.48,3.66,1.99
Switzerland,Super League,2021/2022,23/04/2022,16:30,Zurich,Sion,5,1,H,1.5,4.75,6.16,1.53,4.75,6.5,1.48,4.45,6.04
Switzerland,Super League,2021/2022,23/04/2022,19:30,Young Boys,Servette,3,1,H,1.48,4.94,6.32,1.55,5,6.5,1.48,4.57,5.95
Switzerland,Super League,2021/2022,24/04/2022,13:15,St. Gallen,Lugano,3,0,H,1.89,3.74,4.18,1.92,3.86,4.32,1.84,3.72,4.01
Switzerland,Super League,2021/2022,24/04/2022,15:30,Basel,Luzern,3,0,H,1.93,3.86,3.87,1.98,4,3.98,1.89,3.77,3.69
Switzerland,Super League,2021/2022,24/04/2022,15:30,Grasshoppers,Lausanne,3,1,H,2.14,3.61,3.45,2.16,3.68,3.5,2.11,3.47,3.32
Switzerland,Super League,2021/2022,30/04/2022,17:00,Lugano,Grasshoppers,1,1,D,2.03,3.58,3.81,2.16,3.75,3.81,2.05,3.48,3.48
Switzerland,Super League,2021/2022,30/04/2022,19:30,Servette,St. Gallen,0,2,A,2.48,3.97,2.65,2.55,3.98,2.7,2.42,3.71,2.62
Switzerland,Super League,2021/2022,01/05/2022,13:15,Sion,Young Boys,1,2,A,6.56,4.83,1.47,7,5.1,1.5,6.32,4.67,1.44
Switzerland,Super League,2021/2022,01/05/2022,15:30,Basel,Zurich,0,2,A,2.18,3.88,3.16,2.38,3.94,3.16,2.17,3.74,2.98
Switzerland,Super League,2021/2022,01/05/2022,15:30,Luzern,Lausanne,3,0,H,1.65,4.39,4.95,1.7,4.4,5.25,1.63,4.13,4.81
Switzerland,Super League,2021/2022,07/05/2022,17:00,Lugano,Young Boys,3,1,H,4.27,3.65,1.89,4.75,3.92,1.94,4.02,3.7,1.84
Switzerland,Super League,2021/2022,07/05/2022,19:30,St. Gallen,Zurich,1,2,A,1.91,4.25,3.63,2.15,4.25,3.75,1.93,3.94,3.42
Switzerland,Super League,2021/2022,08/05/2022,13:15,Grasshoppers,Sion,0,1,A,1.97,3.56,4.06,2,3.88,4.1,1.92,3.58,3.78
Switzerland,Super League,2021/2022,08/05/2022,15:30,Lausanne,Basel,0,0,D,4.32,4.02,1.8,4.33,4.2,1.89,4.09,3.92,1.77
Switzerland,Super League,2021/2022,08/05/2022,15:30,Luzern,Servette,4,0,H,1.89,4.12,3.79,2,4.2,4.06,1.86,3.85,3.76
Switzerland,Super League,2021/2022,10/05/2022,19:30,Young Boys,St. Gallen,4,1,H,1.58,4.74,5.2,1.7,4.8,5.2,1.59,4.55,4.69
Switzerland,Super League,2021/2022,11/05/2022,19:30,Servette,Lugano,2,2,D,2.1,3.64,3.55,2.2,3.7,3.55,2.07,3.54,3.34
Switzerland,Super League,2021/2022,11/05/2022,19:30,Sion,Luzern,1,3,A,2.82,3.66,2.47,3.16,3.75,2.51,2.76,3.58,2.37
Switzerland,Super League,2021/2022,12/05/2022,19:30,Basel,Grasshoppers,1,1,D,1.93,3.76,4.02,1.96,4.12,4.2,1.84,3.86,3.83
Switzerland,Super League,2021/2022,12/05/2022,19:30,Zurich,Lausanne,2,2,D,1.71,4.29,4.55,1.74,4.4,4.8,1.66,4.24,4.49
Switzerland,Super League,2021/2022,19/05/2022,19:30,Grasshoppers,St. Gallen,3,2,H,1.83,4.27,3.95,1.9,4.35,3.95,1.8,4.16,3.72
Switzerland,Super League,2021/2022,19/05/2022,19:30,Lausanne,Sion,1,2,A,3.29,3.66,2.19,3.35,3.77,2.3,3.13,3.52,2.17
Switzerland,Super League,2021/2022,19/05/2022,19:30,Lugano,Zurich,2,1,H,2.01,3.97,3.52,2.1,3.97,3.6,2,3.73,3.35
Switzerland,Super League,2021/2022,19/05/2022,19:30,Luzern,Young Boys,2,2,D,2.64,3.8,2.55,2.85,3.85,2.6,2.64,3.58,2.46
Switzerland,Super League,2021/2022,19/05/2022,19:30,Servette,Basel,0,0,D,1.96,3.98,3.65,2.3,4,3.75,2.02,3.79,3.32
Switzerland,Super League,2021/2022,22/05/2022,15:30,Basel,Lugano,2,1,H,1.58,4.92,5,1.62,4.92,5.5,1.56,4.53,4.93
Switzerland,Super League,2021/2022,22/05/2022,15:30,Sion,Servette,3,3,D,1.8,3.75,4.67,1.91,4,4.9,1.75,3.76,4.41
Switzerland,Super League,2021/2022,22/05/2022,15:30,St. Gallen,Lausanne,4,0,H,1.41,5.34,7.12,1.5,5.9,7.5,1.38,5.35,6.47
Switzerland,Super League,2021/2022,22/05/2022,15:30,Young Boys,Grasshoppers,3,0,H,1.31,6.66,7.75,1.35,7,9.5,1.28,6.17,8.13
Switzerland,Super League,2021/2022,22/05/2022,15:30,Zurich,Luzern,2,3,A,2.32,4.1,2.8,2.34,4.2,2.91,2.25,3.97,2.71
Switzerland,Super League,2021/2022,29/05/2022,15:30,Luzern,Schaffhausen,2,0,H,1.72,4.29,4.49,1.73,4.61,4.79,1.69,4.11,4.29
Switzerland,Super League,2022/2023,16/07/2022,17:00,Young Boys,Zurich,4,0,H,1.65,4.41,4.9,1.76,4.57,5.2,1.63,4.26,4.63
Switzerland,Super League,2022/2023,16/07/2022,19:30,Winterthur,Basel,1,1,D,3.05,3.57,2.35,3.1,3.76,2.45,2.88,3.5,2.3
Switzerland,Super League,2022/2023,17/07/2022,15:30,Lugano,Sion,2,3,A,1.85,3.75,4.36,1.95,3.81,4.36,1.87,3.63,3.89
Switzerland,Super League,2022/2023,17/07/2022,15:30,Servette,St. Gallen,1,0,H,2.41,3.87,2.78,2.45,4,2.85,2.34,3.71,2.7
Switzerland,Super League,2022/2023,23/07/2022,17:00,Zurich,Luzern,0,0,D,2.11,3.95,3.25,2.17,4,3.5,2.09,3.73,3.13
Switzerland,Super League,2022/2023,23/07/2022,19:30,St. Gallen,Winterthur,2,0,H,1.71,4.38,4.45,1.8,4.42,4.5,1.7,4.18,4.2
Switzerland,Super League,2022/2023,24/07/2022,13:15,Basel,Servette,1,1,D,1.94,3.96,3.74,1.96,4,3.95,1.89,3.76,3.68
Switzerland,Super League,2022/2023,24/07/2022,15:30,Grasshoppers,Lugano,2,1,H,2.57,3.38,2.87,2.57,3.6,3.35,2.35,3.41,2.88
Switzerland,Super League,2022/2023,24/07/2022,15:30,Sion,Young Boys,0,3,A,4.29,4.01,1.81,4.5,4.25,1.83,4.06,3.97,1.76
Switzerland,Super League,2022/2023,30/07/2022,17:00,St. Gallen,Zurich,2,0,H,2.18,3.98,3.09,2.18,4.25,3.32,2.07,3.9,3.06
Switzerland,Super League,2022/2023,30/07/2022,19:30,Sion,Servette,0,0,D,2.72,3.46,2.66,2.72,3.66,2.66,2.58,3.47,2.55
Switzerland,Super League,2022/2023,31/07/2022,15:30,Winterthur,Lugano,1,4,A,2.68,3.35,2.77,2.68,3.55,2.77,2.54,3.31,2.67
Switzerland,Super League,2022/2023,31/07/2022,15:30,Young Boys,Grasshoppers,1,1,D,1.35,5.92,7.88,1.35,6,9.5,1.3,5.65,8.2
Switzerland,Super League,2022/2023,06/08/2022,17:00,Servette,Winterthur,1,0,H,1.72,3.99,4.85,1.9,4,4.85,1.75,3.81,4.31
Switzerland,Super League,2022/2023,06/08/2022,19:30,Grasshoppers,St. Gallen,3,2,H,2.97,3.69,2.35,2.97,3.86,2.5,2.79,3.58,2.32
Switzerland,Super League,2022/2023,07/08/2022,13:15,Zurich,Sion,0,3,A,1.81,4.07,4.23,1.9,4.15,4.5,1.8,3.83,3.98
Switzerland,Super League,2022/2023,07/08/2022,15:30,Basel,Young Boys,0,0,D,3.04,3.8,2.26,3.25,3.93,2.26,2.95,3.68,2.18
Switzerland,Super League,2022/2023,07/08/2022,15:30,Lugano,Luzern,1,2,A,2.3,3.61,3.1,2.35,3.76,3.1,2.27,3.52,2.91
Switzerland,Super League,2022/2023,10/08/2022,18:00,Luzern,Grasshoppers,1,1,D,1.75,4.04,4.55,1.8,4.26,4.6,1.73,3.94,4.26
Switzerland,Super League,2022/2023,13/08/2022,17:00,Sion,Grasshoppers,2,2,D,1.97,3.75,3.85,2.15,3.95,4,1.95,3.62,3.63
Switzerland,Super League,2022/2023,13/08/2022,19:30,St. Gallen,Luzern,4,1,H,2.2,4.06,3.01,2.28,4.06,3.4,2.17,3.82,2.92
Switzerland,Super League,2022/2023,14/08/2022,13:15,Winterthur,Zurich,1,1,D,3.27,3.78,2.16,3.39,3.81,2.2,3.15,3.59,2.13
Switzerland,Super League,2022/2023,14/08/2022,15:30,Basel,Lugano,0,2,A,1.88,3.97,3.98,1.9,4,4.2,1.85,3.78,3.82
Switzerland,Super League,2022/2023,14/08/2022,15:30,Young Boys,Servette,3,0,H,1.44,5.04,6.93,1.48,5.1,7.5,1.41,4.83,6.65
Switzerland,Super League,2022/2023,27/08/2022,17:00,Luzern,Sion,2,0,H,2.07,3.91,3.38,2.1,3.95,3.64,2,3.72,3.38
Switzerland,Super League,2022/2023,27/08/2022,19:30,Servette,Grasshoppers,3,1,H,1.9,3.76,4.12,1.9,3.96,4.2,1.86,3.68,3.89
Switzerland,Super League,2022/2023,28/08/2022,13:15,Lugano,St. Gallen,2,3,A,2.67,3.99,2.45,2.8,4,2.45,2.66,3.76,2.35
Switzerland,Super League,2022/2023,28/08/2022,15:30,Winterthur,Young Boys,1,5,A,5.31,4.24,1.63,6,4.5,1.63,5.27,4.15,1.57
Switzerland,Super League,2022/2023,28/08/2022,15:30,Zurich,Basel,2,4,A,2.49,3.64,2.8,2.55,3.72,2.8,2.44,3.47,2.7
Switzerland,Super League,2022/2023,03/09/2022,17:00,Sion,Basel,2,1,H,3.15,4.01,2.14,3.35,4.01,2.24,3.15,3.63,2.12
Switzerland,Super League,2022/2023,03/09/2022,19:30,Zurich,Lugano,1,2,A,2.24,3.8,3.09,2.27,3.9,3.15,2.19,3.62,3.01
Switzerland,Super League,2022/2023,04/09/2022,13:15,Luzern,Servette,0,2,A,2.62,3.66,2.65,2.62,3.72,2.8,2.52,3.48,2.61
Switzerland,Super League,2022/2023,04/09/2022,15:30,Grasshoppers,Winterthur,3,0,H,2.26,3.72,3.1,2.38,3.72,3.2,2.25,3.51,2.97
Switzerland,Super League,2022/2023,04/09/2022,15:30,St. Gallen,Young Boys,2,1,H,3.47,3.86,2.05,3.56,3.95,2.08,3.37,3.67,2.01
Switzerland,Super League,2022/2023,10/09/2022,17:00,St. Gallen,Sion,1,2,A,1.64,4.39,5.02,1.7,4.57,5.02,1.62,4.3,4.65
Switzerland,Super League,2022/2023,10/09/2022,19:30,Winterthur,Luzern,0,6,A,3.15,3.68,2.25,3.15,3.82,2.3,3.02,3.58,2.2
Switzerland,Super League,2022/2023,11/09/2022,13:15,Servette,Zurich,3,2,H,1.91,3.86,3.96,2,4,4.2,1.86,3.75,3.82
Switzerland,Super League,2022/2023,11/09/2022,15:30,Basel,Grasshoppers,5,1,H,1.74,3.97,4.79,1.75,4.5,5.1,1.7,3.94,4.5
Switzerland,Super League,2022/2023,11/09/2022,15:30,Young Boys,Lugano,3,0,H,1.57,4.64,5.4,1.6,4.75,6.2,1.55,4.42,5.16
Switzerland,Super League,2022/2023,01/10/2022,17:00,Basel,St. Gallen,3,2,H,2.22,3.97,3,2.22,4.02,3.3,2.16,3.79,2.97
Switzerland,Super League,2022/2023,01/10/2022,19:30,Grasshoppers,Zurich,1,1,D,3.77,4,1.92,3.8,4.1,2.05,3.61,3.79,1.91
Switzerland,Super League,2022/2023,02/10/2022,13:15,Sion,Winterthur,1,3,A,1.56,4.45,6.05,1.65,4.45,6.05,1.54,4.24,5.52
Switzerland,Super League,2022/2023,02/10/2022,15:30,Lugano,Servette,1,0,H,2.47,3.53,2.95,2.6,3.67,3.1,2.4,3.4,2.84
Switzerland,Super League,2022/2023,02/10/2022,15:30,Luzern,Young Boys,1,2,A,3.73,3.92,1.98,3.85,4,2,3.54,3.76,1.94
Switzerland,Super League,2022/2023,08/10/2022,17:00,Grasshoppers,Sion,4,4,D,3.13,3.9,2.18,3.13,3.93,2.23,2.99,3.7,2.16
Switzerland,Super League,2022/2023,08/10/2022,19:30,Young Boys,St. Gallen,2,1,H,1.64,4.51,4.86,1.62,4.6,5.25,1.58,4.38,4.84
Switzerland,Super League,2022/2023,09/10/2022,13:15,Servette,Luzern,1,1,D,2.18,3.96,3.1,2.2,3.96,3.1,2.16,3.61,3.03
Switzerland,Super League,2022/2023,09/10/2022,15:30,Lugano,Basel,1,0,H,2.52,3.45,2.88,2.7,3.63,2.95,2.46,3.39,2.75
Switzerland,Super League,2022/2023,09/10/2022,15:30,Zurich,Winterthur,0,0,D,1.63,4.32,5.17,1.66,4.28,5,1.63,4.05,4.74
Switzerland,Super League,2022/2023,15/10/2022,17:00,Sion,Luzern,2,0,H,2.65,3.77,2.56,2.63,3.9,2.6,2.54,3.64,2.5
Switzerland,Super League,2022/2023,15/10/2022,19:30,Winterthur,Grasshoppers,1,0,H,2.33,3.61,3.06,2.4,3.75,3,2.26,3.47,2.93
Switzerland,Super League,2022/2023,16/10/2022,13:15,St. Gallen,Lugano,1,1,D,1.94,4.13,3.6,1.95,4.1,3.75,1.89,3.86,3.56
Switzerland,Super League,2022/2023,16/10/2022,15:30,Servette,Basel,0,0,D,2.28,3.9,2.96,2.3,3.76,3.03,2.24,3.61,2.91
Switzerland,Super League,2022/2023,16/10/2022,15:30,Zurich,Young Boys,0,0,D,3.56,4.15,1.95,3.75,4.15,1.96,3.44,3.85,1.93
Switzerland,Super League,2022/2023,18/10/2022,19:30,Winterthur,Sion,1,0,H,3.13,3.81,2.21,3.13,3.77,2.28,3.02,3.57,2.2
Switzerland,Super League,2022/2023,19/10/2022,19:30,Luzern,St. Gallen,3,3,D,2.3,3.89,2.93,2.55,4,2.93,2.35,3.71,2.73
Switzerland,Super League,2022/2023,19/10/2022,19:30,Lugano,Young Boys,1,4,A,3.76,3.71,2,3.8,3.86,2.01,3.61,3.64,1.95
Switzerland,Super League,2022/2023,20/10/2022,19:30,Grasshoppers,Servette,2,3,A,3.14,3.81,2.15,3.25,3.81,2.25,3.07,3.55,2.16
Switzerland,Super League,2022/2023,20/10/2022,19:30,Basel,Zurich,0,0,D,1.89,4.03,3.71,1.91,4,4,1.87,3.73,3.73
Switzerland,Super League,2022/2023,22/10/2022,17:00,Young Boys,Sion,1,1,D,1.5,4.79,6.21,1.5,5,8,1.46,4.68,6.07
Switzerland,Super League,2022/2023,22/10/2022,19:30,Luzern,Lugano,3,1,H,2.01,3.85,3.61,2.05,3.81,3.6,1.97,3.66,3.49
Switzerland,Super League,2022/2023,23/10/2022,13:15,Basel,Winterthur,3,1,H,1.49,4.75,6.47,1.48,4.77,7,1.43,4.58,6.52
Switzerland,Super League,2022/2023,23/10/2022,15:30,St. Gallen,Servette,1,1,D,2.01,3.88,3.58,2.1,3.97,3.53,2,3.71,3.32
Switzerland,Super League,2022/2023,23/10/2022,15:30,Zurich,Grasshoppers,1,4,A,1.81,4.06,4.2,1.8,4.05,4.5,1.75,3.87,4.18
Switzerland,Super League,2022/2023,29/10/2022,17:00,Grasshoppers,Luzern,1,3,A,3.36,3.91,2.08,3.4,3.93,2.15,3.23,3.71,2.05
Switzerland,Super League,2022/2023,29/10/2022,19:30,Servette,Lugano,2,2,D,1.96,3.75,3.86,2,3.83,4,1.92,3.61,3.73
Switzerland,Super League,2022/2023,30/10/2022,13:15,Sion,Zurich,0,1,A,2.21,3.88,3.09,2.4,3.85,3.1,2.22,3.56,2.96
Switzerland,Super League,2022/2023,30/10/2022,15:30,Winterthur,St. Gallen,1,0,H,3.76,4.24,1.88,4.2,4.1,1.89,3.74,3.83,1.85
Switzerland,Super League,2022/2023,30/10/2022,15:30,Young Boys,Basel,3,1,H,1.66,4.1,5.21,1.67,4.31,5.2,1.64,4.02,4.83
Switzerland,Super League,2022/2023,05/11/2022,17:00,St. Gallen,Grasshoppers,2,1,H,1.62,4.61,4.91,1.7,4.55,5,1.59,4.36,4.77
Switzerland,Super League,2022/2023,05/11/2022,19:30,Luzern,Winterthur,1,1,D,1.67,4.2,5.01,1.67,4.33,5.5,1.62,4.04,4.95
Switzerland,Super League,2022/2023,06/11/2022,13:15,Servette,Young Boys,0,0,D,,,,4,3.8,2,3.61,3.61,1.94
Switzerland,Super League,2022/2023,06/11/2022,15:30,Basel,Sion,0,0,D,1.82,4.07,4.15,1.85,4,4.33,1.78,3.82,4.07
Switzerland,Super League,2022/2023,06/11/2022,15:30,Lugano,Zurich,2,0,H,2.34,3.46,3.15,2.3,3.44,3.35,2.26,3.33,3.06
